accuracy,precision,recall,f1,mcc,balanced_accuracy,gmean,fbeta_2,brier,roc_auc,pr_auc,scenario,model
0.99844,0.7692307692307693,0.6756756756756757,0.7194244604316546,0.7201651551997412,0.8375369472015544,0.8217475687263852,0.6925207756232687,0.0011884971731626812,0.9850567138188497,0.7875448525997736,sem_balanceamento,logistic_regression
